"","x"
"gamma_Noisy.Retrieval",0.488100799778324
"mu_Noisy.Retrieval",-0.332523772482048
"epsilon_Odds.based.SWU",-0.204820922038855
"gamma_Odds.based.SWU",0.484129501738109
"tau_Odds.based.SWU",0.30279563305302
"epsilon_PT.Edit1",0.149324215455305
"gamma_PT.Edit1",0.345820090305087
"tau_PT.Edit1",0.0728155074704332
"epsilon_PT.Edit2",0.180960641371245
"gamma_PT.Edit2",0.325762197295883
"tau_PT.Edit2",0.0479062606564072
"epsilon_RAM",0.0177506672012384
"gamma_RAM",0.446578161078264
"tau_RAM",0.218053916255432
"alpha_Regret.Bell",0.221841089250972
"beta_Regret.Bell",0.156307079671078
"epsilon_Regret.Bell",0.511233448855312
"kappa_Regret.Bell",-0.0345291810014875
"lambda_Regret.Bell",0.0440032631446478
"alpha_Regret.LS",0.0369652185823628
"beta_Regret.LS",0.102187898056686
"epsilon_Regret.LS",0.154016083042618
"gamma_Regret.LS",0.449818387963246
"kappa_Regret.LS",0.0305432062808213
"lambda_Regret.LS",0.0974449936126077
"alpha_Salience",0.0430643032852746
"beta_Salience",0.00940750958857893
"epsilon_Salience",-0.198688279540888
"gamma_Salience",0.550474589159379
"epsilon_SEM",0.806483359575615
"tau_SEM",0.285925997923347
"delta_SEU",0.0358779344782382
"epsilon_SEU",-0.25546935930405
"gamma_SEU",0.482098764777773
"tau_SEU",0.233784566939141
"alpha_Subjective.Expected.Pleasure",0.168252610365678
"beta_Subjective.Expected.Pleasure",0.00922862232051827
"chi_Subjective.Expected.Pleasure",-0.0162134708225669
"epsilon_Subjective.Expected.Pleasure",0.781012177537495
"kappa_Subjective.Expected.Pleasure",-0.0688539175439169
"lambda_Subjective.Expected.Pleasure",0.0302077815828758
"psi_Subjective.Expected.Pleasure",0.0554385995618094
"rho_Subjective.Expected.Pleasure",-0.0085897994108184
"upsilon_Subjective.Expected.Pleasure",-0.0197520744514486
"epsilon_TAX",-0.166554716193273
"gamma_TAX",0.452118983706776
"kappa_TAX",0.00905946407181889
"tau_TAX",0.262468194318052
"iota_UWS",0.0451378006006048
"mu_UWS",-0.753133412925587
"epsilon_Variance.Skewness",0.901103293627544
"nu_Variance.Skewness",-0.0688602624951279
"phi_Variance.Skewness",-0.136771162635631
"beta_Venture",-0.243305533467718
"epsilon_Venture",-0.00609794412061583
"gamma_Venture",0.412204899362394
"tau_Venture",-0.142435846532184
