"","x"
"alpha_Regret.Bell",-0.232138743430192
"beta_Regret.Bell",-0.209344456549585
"epsilon_Regret.Bell",0.319149324564724
"kappa_Regret.Bell",0.221808218001632
"lambda_Regret.Bell",0.0260414748493553
"alpha_Regret.LS",-0.246308857754855
"beta_Regret.LS",-0.174236588723997
"epsilon_Regret.LS",0.344257808104004
"gamma_Regret.LS",-0.0646474602308732
"kappa_Regret.LS",0.181204112770315
"lambda_Regret.LS",0.0601221954722545
"alpha_Salience",-0.00946794370148924
"beta_Salience",0.545222366756376
"epsilon_Salience",0.436885437952552
"gamma_Salience",-0.137165573823891
"epsilon_SEM",-0.0139872285215866
"tau_SEM",0.657772597381046
"delta_SEU",0.135658775163581
"epsilon_SEU",-0.323762502911958
"gamma_SEU",0.169979238056907
"tau_SEU",0.829200471492393
"alpha_Subjective.Expected.Pleasure",-0.262153894279131
"beta_Subjective.Expected.Pleasure",-0.152077778222992
"chi_Subjective.Expected.Pleasure",0.102339333303636
"epsilon_Subjective.Expected.Pleasure",0.358039434755864
"kappa_Subjective.Expected.Pleasure",0.0539851213569367
"lambda_Subjective.Expected.Pleasure",0.0593407121678812
"psi_Subjective.Expected.Pleasure",-0.0482878711793836
"rho_Subjective.Expected.Pleasure",-0.129394542201096
"upsilon_Subjective.Expected.Pleasure",0.0581179880423853
"epsilon_TAX",-0.224457338222843
"gamma_TAX",0.128914883387402
"kappa_TAX",0.00960244414144577
"tau_TAX",0.85909084223378
"iota_UWS",0.0763138469771741
"mu_UWS",-0.121510125198918
"epsilon_Variance.Skewness",0.229246881103722
"nu_Variance.Skewness",-0.00989252301216733
"phi_Variance.Skewness",0.159575190600291
"beta_Venture",-0.0154205456074506
"epsilon_Venture",0.121080707561159
"gamma_Venture",-0.0377997760923599
"tau_Venture",-0.6850418979724
